tweet,Sentimen,,,,,,,,,,,,,,,,,,,,,,,,,Sentimen
tanya coba ke gubes ini sudah terima vaksin 2x blom,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
habis vaksin mau nonton conjuring,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
doc kalau pernah positive covid19 boleh ambil vaksin ga,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
harus berapa kali vaksin baru bisa kebal atau vaksin tidak menjamin kebal covid 19 bagaimana bung mohon pencerahannya,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
hasil konsul di halodo aku konsum obat cetrizine methylprednisolone dan olesin salep gentasolon buat nambah imun tubuh propoelix tetep 1x sehari atas saran dokter konsul sebelum vaksin aku konsum vit d yg 1000 iu,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
ini piyee to mbak dah 2x mngkn ada yg berkenan drop link ttg valid ny setelah di vaksin bakal gk terinfeksi virus deseas,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
itulah hebatnya pemerintah ethiopia dengan cepat melakukan vaksin shg ga perlu tracing dan testing lagi visioner,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
bunda gue lagi sibuk bgt ngurusin vaksin,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
temen udh pada sakit aja pasca vaksin kedua,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
aku reschedule aja bel wkwk kalo vaksin hari ini masih harus lembur takut ngedrop soalnya kan,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
wkwkwkwk tar gw gini ah klo vaksin,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
ini gak ada vaksin ke3 atau ke4 ya sumpah iri banget liat bapak2 yg takut suntik sampek menjerit2 terus peluk2 polisi muda sambil mukanya ndusel di perut aku iri pak iri,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
bapakku udah vaksin efeknya ngantuk aja kalau bekas suntik udah pasti pegel ak dulu suntik kb aja pegel sampai 7 hari,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
daftar gojekgrab udah pada vaksin,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
bea cukai soetta pastikan impor vaksin lancar,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
kapolsek dolok pantau vaksin sinovac di upt puskesmas dolok merawan,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
vaksin dapet astrazeneca setelah 12 jam berasa anget terus minum obat yg dikasih ketiduran besokannya mendingan selama 2 hari daerah yg disuntik pegel abis itu normal lg,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
badan di nyamukin terus abis vaksin wajar gak sih,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
ada yang demam sehari ada yang pegel aja di badan lupa yang pertama yg mana 2x vaksin,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
tergantung vaksin kayanya nder bokap vaksin sinovac tanggal 24 kemarin dan efeknya ga terlalu keliatan sih mungkin karena ditimpa makan banyak kali ya,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
indonesia tak dapat kuota haji 2021 vaksin covid19 diduga jadi penyebab,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
saya tinggal di kec gn puyuh usia 55 kapan saya bisa dapat vaksin mohon informasi ya,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
untuk yang masih bimbang tentang vaksin astra zeneca,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
bantah dagang vaksin gotong royong erick thohir pemerintah sudah keluarkan rp 77 triliun halaman all kompas,Netral,,,,,,,,,,,,,,,,,,,,,,,,,
dari 27 kasus kematian setelah divaksin astrazeneca ternyata penyebabnya bukan si vaksin bpom sudah izinkan lagi vaksin itu soal trio tunggu hasil autopsi,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sebenarnye kalau diteliti dihadam difikirkan secara mendalam tak mustahil dlm masa 2 tahun org yg amek vaksin ni mati mati sebab stress dgn antivaks sbb antivaks ni punca kes even sampai abg jamil mampos hidup balik tak turunturun sorry emo ikan bilis habis nak masak ni,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
jemaah haji berbagai negar bisa masuk arab krn memakai sinofarm bgimna dgn indonesia vaksin apa yg dipakai tentunya harapan jemaah haji ada yg brngkat tahun ini krn makin numpung jamaah yg siap berngkat seharusnya pemerintah berusha deplomasi agar ad yg bengkat,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
pertanyaan besar untuk rakyat indonesia apa fungsi vaksin pak klo sampai sudah dua kali vaksin tapi tetap kena covid jadinya vaksin itu tanda tanya,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
tapi gue takut anjir di vaksin maksudnya udah lama gak disuntik vaksin terakhir tahun lalu pas mcu itu juga karena ambil sample darah ini kan lo divaksin biasanya gue kalo disuntik nyerinya di tulang,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
lantas informasi terkait belum efektifnya vaksin tidak 100 bekerja sebagai penangkal pun mulai berseliweran puncaknya saya mulai dapat berita dr kawan2 yg bepergian sesampai di bandara tetap diwajibkan untuk kembali swab rasa kecewa pun mulai muncul,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
update 11 jam setelah vaksin badan mulai meriang amp agak demam kayak kena flu seperti pada umumnya udah minum 1 tablet paracetamol yg diresepin tadi pagi perut laper terus makan berat udah 5x hari ini terus sama sekali ngga bloated parah,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
gue kesel deh baca kek yang lo tuh gak mau menyediakan ok lo gak mau menyelenggarakan vaksin buat seluruh karyawan nyuruh masing masing sih oke tapi ngancemnya pakai kontrak dipotong tuh kek too much,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
iyaaa bikin mager pergi ga tau nih ini aja vaksin jg msh mbuhlah katanya walau udh vaksin ttp be bsa kena,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
peraih nobel sebut penerima vaksin meninggal dalam 2 tahun republika online opsiflash,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
goblog jgn dipiara anak tetangga udh divaksin cacar tetep jg kena cacar lu vaksin anti goblog dulu gih,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
nafsu makanku jadi berubah semenjak vaksin dah kurus bisa tambah kurus ini ya allah,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kalo bisa disemprotkan ngapain capecape pake injeksi vaksin segala semprotin aja di pasar ngarangnya parah dah,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
pelaksanaan vaksin di lapangan kacau tidak ada informasi dari kelurahan pd warga yg memenuhi syarat divaksin warga cari tahu sendiri tempat vaksinasi gmn target vaksinasi bisa tercapai,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
ga guna donk vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
bos saya mohon ijin ndak masuk ya hari ini badan meriang2 kemarin habis vaksin tadi malem demam tinggi bisa buka gadgetdevice gak bisa bisa ngetik gak jarinya bisa listrik nyala gak di rumah nyala yaudah kamu wfh aja report hari ini before lunch gw,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
ketua badan kerja sama antar parlemen bksap dpr ri fadli zon mengaku terinfeksi covid19 meski telah dua kali disuntik vaksin covid19,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
barisan menteri ngan timbalan je dh ramai tpi apsal kerajaan smpai tabung pencen rakyat pon dijadikan bantuan sop pkp mcm xde pkp duit kerajaaan selalu habis hutan byk dh gondol banjir selalu berlaku vaksin lambat agih janji laptop kelaut ternet cam haprak bersambung,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sekarang ni perang melawan covid menteri golongan kayangan anti vaksin ha apa lagi,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kanan kiri ngomongin vaksin semua sini kapan ya kok kutunggu2 kagak ada kabar vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
cinta mau gue suntik vaksin babi ngepet,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sekarang ga usah sosialisasi klu vaksin itu penting agar yg ga mau divaksin jadi mau karena orang yg dari dulu siap divaksin aja ga jelas kapan buat apa mikirin yg ga mau divaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
oke sekolah buka gurnya dah di vaksin lunas semua sekolah sanggup melakukan 5m sekolah apakah bisa menjamin anak murid langsung pulang ke rumah pada saat bubar sekolah sanggup menjamin transportasi umum bebas covid ini anak2 bangsa loh pak yg anda pertaruhkan,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
apa spt yg ditakutkanmengcovid19 dgn vaksin sinovac nyata2nya sdh byk korban yg mjd covidlumpuhampmatiknp pemerintahmenkesampsatgas covid19 tdk stop dahulu vaksinasi massal utk dproses kaji ulang,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
semua dibilang meninggalnya terpapar covid meski telah vaksin bkn krn vaksin dimana2 tempat byk cerita yg sama meninggalnya bisa dalam jarak 1 minggu pula setelah vaksin ternyata covid bs merengut nyawa dlm wkt 3 sd 7 hari covidsmart gak aware ttg itu,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
tunjuklah bukti amp fakta saintifik mengatakan vaksin az ada elemen babi sebelum kau pulak yang aku babikan nanti,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
vaksin mengandung magnetchip dsb apalah itu bapaknya lagi keringetan kali bisa nempel tu coin 1000an td nyoba nempelin trnyata bisa nempel kok padahal blm vaksin hahahaha,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
suruhlah perusahaan rokok itu membayar vaksin ga perlu pake2 lockdown segala,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
gubernur aceh Positif covid19 sudah 2 kali disuntik vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
bab vaksin ada bahan tak halal dia cakna walaupun dah difatwakan halal tapi bab forex yang dah sah2 fatwa haram dia buat selamba so siapa fitnah akhir zaman sebenarnya,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
tolong itu pak nasib diperhatikan juga keuangannya terancam pailit udah berjasa angkut vaksin covid19,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kalau vaksin ada dna dinosaur pun aku dengan rela hati akan ambik lmao darurat kot takut betul diorang dengan babi padahal perangai cam babi gak huhu,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
voksan vaksin aja dipromosi in giliran ada yang mati karna vaksin pada diam alasan nya penyakit bawaan lah inilah itulah,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
mana boleh masuk kalau dah masuk harini odo orang dapat double tape macam kau ni lah yg percaya magnet melekat lepas vaksin padahal sebab gam bongok,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
dua kali vaksin fadli zon tetap Positif covid19 kok bisa,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
corona haha lagian kena corona jg kg ada rasanya apa apa ya cmn yg meninggal itu kans sudah punya penyakit lain jg jdi blm tentu salahnya si corona kan kenapa harus diurusin terus apa karena nnti swab n vaksin jdi kg laku ato gmna,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
anti vaksin is real,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
aku harihari cek vaksin aku lulus ka ndak kadang sampai 5 or 6 kali shari tapi tu lah cek 100 kali pun stil jugak ndak lulus bha,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
wuidih apa syarat masuk shrine harus udah vaksin yak,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
antivax patut malu la ngn nenek ni yg dh ambik vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
bupati tegal jawa tengah umi azizah dinyatakan terkonfirmasi Positif covid19 meski sebelumnya sudah disuntik vaksin covid19,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
efek samping vaksin varian astrazenecca di badan gue kuat banget dri pagi demam naik turun ditambah linu seluruh badan plus lemes banget,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
laju vaksinasi pendidik dan tenaga kependidikan sempat terhambat karena kemenkes mengalami isu ketersediaan impor vaksin pada bulan april,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kayaknya belum deh le vaksin gotong royong buat swasta masih belum lancar distribusinya dan dosisnya aja masih terbatas di kantor gua aja baru dapet 4000 dosis yang artinya baru 2000 orang itu pun nanti bulan juni nunggu batch selanjurnya untuk sinopharm sama cansino,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kok habis vaksin ga bisa balik normal lu kalo ga pake helm pas ada kereta juga kelindes lol gatau lu habis vaksin msh ga bs normal itu yg menganut paham faucism orang sehat abis vaksin msh ga bs hidup normal ibarat lu pake helm meski ga berkendara,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
politikus partai gerindra fadli zon terpapar covid19 tepat pada momen menjelang usianya yang ke 50 tahun netizen malah pertanyakan fungsi vaksin covid19,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
vaksin covid19 tidak pengaruhi jumlah produksi asi hasil uji klinis vaksin sinovac di brasil dan china tidak ada kaitannya produksi asi dengan vaksin ujarnya melalui youtube ikatan dokter indonesia,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
vaksin uji coba kali bos,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kata geng bodoh anti vaksin ulama skrg tak boleh percaya,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
abis vaksin jadi meletoy,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kadar kematian akibat covid19 dalam kalangan penduduk uruguay berumur 1870 tahun yang sudah lengkap menerima dos vaksin coronavac turun sebanyak 97 peratus dalam tempoh 14 hari,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
elite gombel ini pedagang vaksinmakanya bela vaksin mati2an,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
selain website daftar vaksin yg tekan tekan tak takleh tttt website kpdnhep juga dalam kategori sama tttt,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
aku abis vaksin tanganku pegel hampir seminggu dipake mabok aja beneran deh gk kerasa apa2 gk sakit gk apa,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
bpk temukan laporan hibah vaksin dan donasi covid19 tak tertib di pemkot kendari tetap raih wtp lewat,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
dapat jadwal vaksin tapi eike bingung kalo abis vaksin kan ada efeknya yaa minimal lemes2 lah nah ini dua orang bocil dan satu dewasa menggantungkan hidupnya padaku ki piyee apalagi kalo satu dewasanya ini juga vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sekarang vaccine lebih berharga dari emas,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
besok hari lahir pancasila mari kita lihat jadi apa masalah bansos kpk kkn oligarki pembangunan infrastruktur yang salah bestek ekonomi tergantung hutang vaksin tidak jelas hukum amburadul apakah ada atau tambah sontoloyo siap,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
selain dari vaksin yang boleh buat kita mati dalam masa dua tahun apa lagi yang boleh buat kita mati dengan cepat selain bunuh diri,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
ni kalau hoax bisa di pidana ga sih dikira abis di vaksin manuisa jadi mutan,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
antivax ambil vaksin cepat mati also antivax apa yg berlaku hari ni adalah akhir zaman,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sedikit kecewa orang ajar agama ni suka hati boleh tentukan bila orang boleh mati lagi lagi bab vaksin which aku rasa bukan dalam bidang dia pun katanya kau ikut telunjuk siapa,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
oke dikit lagi jefan ayla berdiskusi menyelesaikan isu global membuat vaksin merakit bom,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
shit gua alergi vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
testi setelah vaksin badan pengen meledak nyerinya bikin nangis demam sampe ngimpi yg jelek2 tangan mo ngewel terus pokoknya lemes sebadan2,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kalau 2 tahun lagi orang yang dah ambil vaksin sihat walafiat ustad lebai yang alim lebih nih pula meninggal,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
yang pertama kali gue pikirin abis di vaksin nanti takut di kontrol pemerintah kek di film divergent anjir,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
demi nyelamatin diri sendiri orang lain jadi korban hampir aja emak w ketipu vaksin coronces serem banget,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
banyak yg takut setelah vaksin jadi magnet kulkas,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
suntik vaksin sakit ga sihh gue takutt,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
untung vaksin nya hari ini besok bisa bedrest udah di prediksi bakal demam ky yg lain,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
manada babi dalam vaksin yang babi tu kau,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
susah kak takut dikira pro bill gates pasang chips abis vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
vaksin percuma,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
takutnya effect vaksin ni,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sama woiii gw jg terpaksa nipu aja blg udh vaksin krn org kantor pd parno anjrittt,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
micin ga bikin bodo kalau vaksin bisa bikin mati,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
efek vaksin kenapa kaki jadi semutan ya,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sebelum vaksin sempat merasakan ke normalan haid bener2 tepat di tgl yg sama stlh vaksin balik ke siklus lama bahkan lebih dari 35 hari siklusnya,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
cina bisa digugat class action ga ya oleh negara2 yg terdampak misal trrbukti sumberny bocor dri lab cina di wuhan krena udh mnyulitkan bnyk negara milyaran manusia tpi cina mukanya ga ada tuh rasa bersalah die mh ttep aj sibuk bikin jebakan utang trmsuk ngutangin vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kalau disini aku gak paham deh gimana caranya yng selain kategori itu bisa dapet vaksin the power of orang dalem mungkin ya,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
saya gak mau di vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
indonesia tak dapat kuota haji 2021 gegara vaksin sinovac belum bersertifikasi who,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
nanya kok ke menkes nanya ke masyarakat yg ngumpul2 ga jaga prokes yg hajatan arisan halal bi halal nanya yg ignorant yg nganggap covid ga ada yg ga mau vaksin banyak itu di masyarakat,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
abis di vaksin kok nyeri gini dah,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
mending kalo mau data siapa mau vaksin itu lewat google form kan jadi clear lho gak cuman jadi perdebatan di grup doang gud pipel gud pipel doang eksennya gak gud,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
iyaa kl yg di bahudigoyang2 ga jatuh biar kita miring2 atau loncat2 juga vaksin atau ga vaksinsama ada2 aja semua dijadiin konten,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
abg yg babi bkn vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
manfaatnya buat ngabisin anggaran vaksinproyek,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
ya bukan masalah vaksin doang gaksi gtgt liat dong gimana penanganan sama sikap masyarakatnya wqwq,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
bung fadli zon Positif covid19 pdhl pengakuan beliau sdh 2 x divaksin tp ttap bisa terpapar lalu yg jd pertanyaan apa manfaat vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
yg beranggapan bhw jk sdh vaksin jadi kebal virus corona adalah kejahilan yg nyata,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sembako dimakanmasih oke lah alat tesvaksinmasker dimakan juga ampunn,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
kok aku insecure yaa orang rumah udh pada vaksin aku sendiri yg belom,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sudah vaksin 2 kali tetap saja terkena covid jadi untuk apa vaksin itu,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
yaelah kirim vaksin terus gak ada untungnya hanya orang sakit jiwa aja yang mau divaksin ambo mah ogah divaksin salam teluuur,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
maka ny enak jadi lansia ga ush daftar udh di panggil untuk di vaksin,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
d sni sblm puasa ada petugas keliling mau ngedata siapa yg mau d vaksin covidtryata byk wrga yg tidak mau walhasil smpe saat ini blm ada kelanjutan lg,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
duh gawat bun gimana nih kalo mau steril kudu khatam vaksin dulu yah,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
vaksin sudah beberapa kali datang tapi saya blm dapat giliran sementara yg menolak dan nyinyir suda divaksin duluan penak zaman pakdhe toh,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sblm suntik vit b c ga bikin demam kan ya lo pikir ini vaksin emange kowe balita mbak setelah suntik aku kok laper terus ya abis vaksin gawat nih omg pny temen pada ajaib gini,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
mau vaksin aja sombong aku mah engga wkwk,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
sasaran vaksin 181 juta total yang sudah di vaksin 2x baru 10 juta jumlah yang di test persejuta orang cuma 34 ribu gak boleh mudik tapi boleh wisata kalau gue jadi otoritas ksa gak bakalan gue ijinin juga apalagi kuota haji indonesia normalnya banyak dong,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
belum balik langsung diterror laporan vaksin dari dinas laporan sasaran vaksin selanjutnya dan jadwal vaksin 680 orang,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
betul maling yg cerdas sudah menguasai segala kekuasaan yg ada sehingga vaksin yg menjaga dan memusnakan maling bisa disingkirkan dengan sistem yg mereka telah kuasai dulu banyak vaksin diharapkan tp sekarang sangat mengecewakan,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
vaksin aja yg mau deh yg ga mau ya sudahlah kaya penting aja dipaksa2,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
lebih bahaya vaksin daripada corona,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
percuma vaksin pak kalau pengangguran masih banyak,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
iya begitu lambat kalau vaksin lokal baru tahun depan ya keburu bubaran kabeh,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
masyarakat takut di vaksin walikota kendari harap bantuanmedia,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
vaksinnya udah ada tapi ngga di vaksin prewe si yaa padahal kampus aing anak kemenkes,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,
yang mau vaksin aja prosedurnya susah jadi males apalagi yg emang ga mau jadi klu seperti ini terus ya bakal panjang klu kata bloomberg sih indonesia diramal 10 tahun baru selesai vaksinasi mulai percaya nih aku sama bloomberg,Negatif,,,,,,,,,,,,,,,,,,,,,,,,,